197.214.1.194 - - [17/Aug/2025:13:30:08 +0100] "GET / HTTP/1.1" 200 12566 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:30:09 +0100] "GET /static/assets/images/bucrep-image.png HTTP/1.1" 404 297267 "http://93.127.202.151:8080/" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:30:32 +0100] "GET /adminn HTTP/1.1" 404 297134 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:30:35 +0100] "GET /admin HTTP/1.1" 301 0 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:30:36 +0100] "GET /admin/ HTTP/1.1" 500 237170 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:32:02 +0100] "GET /admin/ HTTP/1.1" 500 237164 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:32:53 +0100] "GET /admin/ HTTP/1.1" 200 64818 "-" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:32:55 +0100] "GET /static/admin/img/icon-changelink.svg HTTP/1.1" 200 0 "http://93.127.202.151:8080/static/admin/css/base.css" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:32:55 +0100] "GET /static/admin/img/icon-addlink.svg HTTP/1.1" 200 0 "http://93.127.202.151:8080/static/admin/css/base.css" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:02 +0100] "GET /admin/auth/group/ HTTP/1.1" 200 49876 "http://93.127.202.151:8080/admin/" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:03 +0100] "GET /admin/jsi18n/ HTTP/1.1" 200 3342 "http://93.127.202.151:8080/admin/auth/group/" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:04 +0100] "GET /static/admin/img/search.svg HTTP/1.1" 200 0 "http://93.127.202.151:8080/admin/auth/group/" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:04 +0100] "GET /static/admin/img/tooltag-add.svg HTTP/1.1" 200 0 "http://93.127.202.151:8080/static/admin/css/base.css" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:11 +0100] "GET /admin/django_celery_results/groupresult/ HTTP/1.1" 200 48733 "http://93.127.202.151:8080/admin/auth/group/" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:12 +0100] "GET /admin/jsi18n/ HTTP/1.1" 200 3342 "http://93.127.202.151:8080/admin/django_celery_results/groupresult/" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:13 +0100] "GET /static/admin/img/icon-viewlink.svg HTTP/1.1" 200 0 "http://93.127.202.151:8080/static/admin/css/base.css" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:29 +0100] "GET /admin/main/customuser/ HTTP/1.1" 200 107700 "http://93.127.202.151:8080/admin/django_celery_results/groupresult/" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:30 +0100] "GET /admin/jsi18n/ HTTP/1.1" 200 3342 "http://93.127.202.151:8080/admin/main/customuser/" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:30 +0100] "GET /static/admin/img/icon-no.svg HTTP/1.1" 200 0 "http://93.127.202.151:8080/admin/main/customuser/" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:30 +0100] "GET /static/admin/img/icon-yes.svg HTTP/1.1" 200 0 "http://93.127.202.151:8080/admin/main/customuser/" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:31 +0100] "GET /static/admin/img/sorting-icons.svg HTTP/1.1" 200 0 "http://93.127.202.151:8080/static/admin/css/base.css" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:38 +0100] "GET /admin/main/customuser/553/change/ HTTP/1.1" 200 150089 "http://93.127.202.151:8080/admin/main/customuser/" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:39 +0100] "GET /admin/jsi18n/ HTTP/1.1" 200 3342 "http://93.127.202.151:8080/admin/main/customuser/553/change/" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:41 +0100] "GET /static/admin/img/icon-unknown.svg HTTP/1.1" 200 0 "http://93.127.202.151:8080/static/admin/css/widgets.css" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
197.214.1.194 - - [17/Aug/2025:13:33:41 +0100] "GET /static/admin/img/icon-unknown-alt.svg HTTP/1.1" 200 0 "http://93.127.202.151:8080/static/admin/css/widgets.css" "Mozilla/5.0 (X11; Linux x86_64; rv:139.0) Gecko/20100101 Firefox/139.0"
